company_permalink,company_name,company_category_code,company_country_code,company_state_code,company_region,company_city,acquirer_permalink,acquirer_name,acquirer_category_code,acquirer_country_code,acquirer_state_code,acquirer_region,acquirer_city,acquired_at,acquired_month,acquired_quarter,acquired_year,price_amount,price_currency_code
/company/local2me,Local2Me,advertising,USA,CA,SF Bay,San Mateo,/company/smalltown,Smalltown,web,USA,CA,SF Bay,San Mateo,2007-12-01,2007-12,2007-Q4,2007,,
/company/villij,"Localcents, Inc. (Villij.com)",web,USA,,TBD,,/company/toutd,Tout'd,web,USA,NY,New York,New York,2012-10-10,2012-10,2012-Q4,2012,,USD
/company/localginger,LocalGinger,web,USA,MA,Boston,Newburyport,/company/where-com,Where,mobile,USA,MA,Boston,Boston,2010-09-27,2010-09,2010-Q3,2010,,USD
/company/localmind,Localmind,web,USA,CA,SF Bay,San Francisco,/company/airbnb,Airbnb,travel,USA,CA,SF Bay,San Francisco,2012-12-01,2012-12,2012-Q4,2012,,USD
/company/localocracy,Localocracy,web,USA,MA,Boston,Boston,/company/huffingtonpost,The Huffington Post,news,USA,NY,New York,New York,2011-10-03,2011-10,2011-Q4,2011,,USD
/company/localtwist,LocalTwist,,USA,CA,SF Bay,San Carlos,/company/buywithme,BuyWithMe,ecommerce,USA,NY,New York,New York,2011-03-14,2011-03,2011-Q1,2011,,USD
/company/localyte-com,Localyte.com,web,USA,CA,SF Bay,San Mateo,/company/nile-guide,NileGuide,travel,USA,CA,SF Bay,San Francisco,2010-05-11,2010-05,2010-Q2,2010,,USD
/company/cadio,Locately,software,USA,MA,Boston,Boston,/company/service-management-group,Service Management Group,,,,unknown,,2012-08-16,2012-08,2012-Q3,2012,,USD
/company/locationlogic,LocationLogic,mobile,USA,KS,Kansas City,Overland Park,/company/telecommunication-systems,TeleCommunication Systems,mobile,USA,MD,Washington DC,Annapolis,2009-05-19,2009-05,2009-Q2,2009,25390000,USD
/company/lockdown-networks,Lockdown Networks,public_relations,USA,WA,Seattle,Seattle,/company/mcafee,McAfee,security,USA,CA,SF Bay,Santa Clara,2008-08-31,2008-08,2008-Q3,2008,2000000,USD
/company/lockstream,Lockstream,security,USA,WA,Seattle,Bellevue,/company/irdeto-access,Irdeto Access,,,,unknown,,2005-01-01,2005-01,2005-Q1,2005,60000000,USD
/company/locu,Locu,advertising,USA,MA,Boston,Cambridge,/company/godaddy,GoDaddy,,USA,AZ,Phoenix,Scottsdale,2013-08-19,2013-08,2013-Q3,2013,70000000,USD
/company/lodestar-corporation,LODESTAR Corporation,software,USA,MA,Boston,Peabody,/company/oracle,Oracle Corporation,enterprise,USA,CA,SF Bay,Redwood City,2007-04-24,2007-04,2007-Q2,2007,,USD
/company/logicalapps,LogicalApps,software,USA,CA,Los Angeles,Irvine,/company/oracle,Oracle Corporation,enterprise,USA,CA,SF Bay,Redwood City,2007-10-10,2007-10,2007-Q4,2007,,USD
/company/logic-media,LogicBuy,hardware,USA,CA,Orange County,Orange County,/company/ziff-davis,"Ziff Davis, Inc.",games_video,GBR,NY,New York,New York,2011-01-04,2011-01,2011-Q1,2011,,USD
/company/logiclibrary,LogicLibrary,software,USA,PA,Pittsburg,Pittsburgh,/company/soa-software,SOA Software,software,USA,CA,Los Angeles,Los Angeles,2008-05-02,2008-05,2008-Q2,2008,,USD
/company/logicsone,LogicsOne,enterprise,USA,GA,Atlanta,Alpharetta,/company/greenpages-technology-solutions,GreenPages Technology Solutions,consulting,USA,ME,Kittery,Kittery,2012-03-08,2012-03,2012-Q1,2012,,USD
/company/logicvision,LogicVision,semiconductor,USA,CA,SF Bay,San Jose,/company/mentor-graphics,Mentor Graphics,software,,,unknown,,2009-08-19,2009-08,2009-Q3,2009,13000000,USD
/company/loglogic,LogLogic,security,USA,CA,SF Bay,San Jose,/company/tibco-software-inc,TIBCO Software,software,USA,CA,SF Bay,Palo Alto,2012-04-03,2012-04,2012-Q2,2012,130000000,USD
/company/logmatrix,LogMatrix,software,USA,MA,Boston,Marlborough,/company/nitrosecurity,NitroSecurity,security,USA,NH,Portsmouth,Portsmouth,2010-10-11,2010-10,2010-Q4,2010,,USD
/company/logos-technologies,Logos Technologies,other,USA,VA,Washington DC,Arlington,/company/instem,Instem,software,,,unknown,,2013-05-13,2013-05,2013-Q2,2013,,USD
/company/logod-softwear,Logo’d Softwear,,USA,CT,Cheshire,Cheshire,/company/cafepress,Cafe Press,web,USA,CA,SF Bay,San Mateo,2012-03-19,2012-03,2012-Q1,2012,8300000,USD
/company/lolapps,Lolapps,web,USA,CA,SF Bay,San Francisco,/company/six-waves,6Waves,games_video,HKG,,Causeway Bay,Causeway Bay,2011-07-18,2011-07,2011-Q3,2011,,USD
/company/lombardi-software,Lombardi Software,software,USA,TX,Austin,Austin,/company/ibm,IBM,software,USA,NY,New York,Armonk,2009-12-16,2009-12,2009-Q4,2009,,USD
/company/long-island-fiber-exchange,Long Island Fiber Exchange,public_relations,USA,NY,Nesconset,Nesconset,/company/sidera-networks,Sidera Networks,public_relations,USA,NY,New York,New York,2010-12-10,2010-12,2010-Q4,2010,,USD
/company/longboard-media,Longboard Media,advertising,USA,CA,California - Other,,/company/bazaarvoice,Bazaarvoice,software,USA,TX,Austin,Austin,2012-11-06,2012-11,2012-Q4,2012,,USD
/company/longjump,LongJump,enterprise,USA,CA,SF Bay,Sunnyvale,/company/software-ag,Software AG,,USA,VA,Washington DC,Reston,2013-04-25,2013-04,2013-Q2,2013,,USD
/company/lonocloud,LonoCloud,,USA,CA,San Diego,La Jolla,/company/viasat,ViaSat,mobile,USA,CA,San Diego,Carlsbad,2013-04-12,2013-04,2013-Q2,2013,,USD
/company/look-io,Look.io,mobile,USA,NY,New York,New York,/company/liveperson,LivePerson,software,USA,NY,New York,New York,2012-06-12,2012-06,2012-Q2,2012,,USD
/company/lookery,Lookery,web,USA,CA,SF Bay,San Francisco,/company/adknowledge,Adknowledge,advertising,USA,MO,Kansas City,Kansas City,2008-11-06,2008-11,2008-Q4,2008,,USD
/company/loopt,Loopt,mobile,USA,CA,SF Bay,Mountain View,/company/green-dot-corporation,Green Dot Corporation,other,USA,CA,Los Angeles,Monrovia,2012-03-09,2012-03,2012-Q1,2012,43000000,USD
/company/loquendo,Loquendo,,USA,NY,New York,New York,/company/nuance,Nuance Communications,software,USA,MA,Boston,Burlington,2011-08-15,2011-08,2011-Q3,2011,,USD
/company/lore,Lore,education,USA,NY,New York,New York,/company/noodle-education,Noodle Education,other,USA,NY,New York,New York,2013-03-15,2013-03,2013-Q1,2013,,USD
/company/lotus-911,Lotus 911,other,USA,GA,Atlanta,Canton,/company/group-business-software,GROUP Business Software,enterprise,USA,NY,New York,New York,2009-10-08,2009-10,2009-Q4,2009,,USD
/company/lovingeco,LovingEco,ecommerce,USA,,United States - Other,,/company/jp-selects,JP Selects,ecommerce,,,unknown,,2012-05-01,2012-05,2012-Q2,2012,1000000,USD
/company/lowermybills,LowerMyBills,web,USA,CA,Los Angeles,Santa Monica,/company/experian,Experian,web,USA,CA,Los Angeles,Costa Mesa,2005-05-05,2005-05,2005-Q2,2005,330000000,USD
/company/loyalty-lab,Loyalty Lab,software,USA,CA,SF Bay,San Francisco,/company/tibco-software-inc,TIBCO Software,software,USA,CA,SF Bay,Palo Alto,2010-12-08,2010-12,2010-Q4,2010,23000000,USD
/company/loyalty-matrix,Loyalty Matrix,advertising,USA,CA,SF Bay,San Francisco,/company/responsys,Responsys,software,USA,CA,SF Bay,San Bruno,2007-04-24,2007-04,2007-Q2,2007,,USD
/company/loyalty-ventures,Loyalty Ventures,,USA,CA,SF Bay,Palo Alto,/company/webloyalty-com,webloyalty.com,ecommerce,USA,CT,New York,Norwalk,2008-07-29,2008-07,2008-Q3,2008,,USD
/company/lucidmedia,LucidMedia,advertising,USA,VA,Washington DC,Reston,/company/videologygroup,Videology,advertising,USA,MD,Baltimore,Baltimore,2012-10-02,2012-10,2012-Q4,2012,,USD
/company/lucky-sort,Lucky Sort,analytics,USA,OR,Portland,Portland,/company/twitter,Twitter,social,USA,CA,SF Bay,San Francisco,2013-05-13,2013-05,2013-Q2,2013,,USD
/company/luckysurf,LuckySurf,games_video,USA,CA,SF Bay,South San Francisco,/company/mediastay,Mediastay,games_video,FRA,,Levallois Perret,Levallois Perret,2008-06-30,2008-06,2008-Q2,2008,,USD
/company/luma-io,Luma.io,photo_video,USA,CA,SF Bay,Palo Alto,/company/instagram,Instagram,photo_video,USA,CA,SF Bay,San Francisco,2013-08-23,2013-08,2013-Q3,2013,,USD
/company/luminary-micro,Luminary Micro,semiconductor,USA,TX,Austin,Austin,/company/texas-instruments,Texas Instruments,semiconductor,USA,TX,Dallas,Dallas,2009-05-14,2009-05,2009-Q2,2009,,USD
/company/luminetx,Luminetx,other,USA,TN,Memphis,Memphis,/company/christie-digital-systems-usa,Christie Digital Systems USA,advertising,USA,CA,Los Angeles,Cypress,2010-01-07,2010-01,2010-Q1,2010,,USD
/company/lutonix,Lutonix,,USA,MN,Minneapolis,Maple Grove,/company/c-r-bard,C. R. Bard,,USA,NJ,Murray Hill,Murray Hill,2011-12-20,2011-12,2011-Q4,2011,,USD
/company/luxmovera,Luxmovera,software,USA,NJ,Somerset,Somerset,/company/hostopia-com,Hostopia.com,software,USA,FL,Fort Lauderdale,Fort Lauderdale,2008-07-09,2008-07,2008-Q3,2008,1500000,USD
/company/lydian-data-services,Lydian Data Services,software,USA,FL,Palm Beach,Boca Raton,/company/headstrong,Headstrong,consulting,USA,IL,Chicago,Chicago,2009-01-28,2009-01,2009-Q1,2009,,USD
/company/lynai-data,Lynai Data,software,USA,MD,Baltimore,Baltimore,/company/midtronics,Midtronics,hardware,USA,IL,Chicago,Willowbrook,2010-03-31,2010-03,2010-Q1,2010,,USD
/company/m-booth-associates,M Booth & Associates,advertising,USA,NY,New York,New York,/company/next-fifteen-communications-group,Next Fifteen Communications Group,public_relations,USA,,United States - Other,,2009-08-05,2009-08,2009-Q3,2009,17250000,USD
/company/m-b-technologies,M&B Technologies,ecommerce,USA,NJ,Philadelphia,Trenton,/company/princeton-fulfillment-solutions,Princeton Fulfillment Solutions,software,,,unknown,,2009-02-11,2009-02,2009-Q1,2009,,USD
/company/m-factor,M-Factor,software,USA,CA,SF Bay,San Mateo,/company/demandtec,DemandTec,software,USA,CA,SF Bay,San Carlos,2011-03-09,2011-03,2011-Q1,2011,,USD
/company/m-qube,m-Qube,web,USA,,TBD,,/company/mobile-messenger,Mobile Messenger,mobile,USA,CA,Los Angeles,Los Angeles,2009-11-17,2009-11,2009-Q4,2009,,USD
/company/m-dot,M.dot,mobile,USA,AZ,Phoenix,Scottsdale,/company/godaddy,GoDaddy,,USA,AZ,Phoenix,Scottsdale,2013-02-11,2013-02,2013-Q1,2013,,USD
/company/m-a-com,M/A-COM,semiconductor,USA,MA,Boston,Lowell,/company/cobham-defense-electronic-systems,Cobham Defense Electronic Systems,,USA,MA,Bolton,Bolton,2008-05-13,2008-05,2008-Q2,2008,425000000,USD
/company/m2-systems-corporation,M2 Systems Corporation,software,USA,FL,Orlando,Maitland,/company/m2-global,M2 Global,enterprise,ATG,,Saint Johnâ€™s,St. Johnâ€™s,2008-09-02,2008-09,2008-Q3,2008,,USD
/company/m2m-communications,M2M Communications,public_relations,USA,ID,Boise,Boise,/company/enernoc,EnerNOC,cleantech,USA,MA,Boston,Boston,2011-01-26,2011-01,2011-Q1,2011,,USD
/company/m5-networks,M5 Networks,public_relations,USA,NY,New York,New York,/company/shoretel,ShoreTel,hardware,USA,CA,SF Bay,Sunnyvale,2012-02-01,2012-02,2012-Q1,2012,146000000,USD
/company/m86-security,M86 Security,security,USA,CA,Los Angeles,Orange,/company/trustwave,Trustwave Holdings,software,USA,IL,Chicago,Chicago,2012-03-06,2012-03,2012-Q1,2012,,USD
/company/m-metrics,M:Metrics,mobile,USA,WA,Seattle,Seattle,/company/comscore,comScore,web,USA,VA,Washington DC,Reston,2008-05-28,2008-05,2008-Q2,2008,44000000,USD
/company/maaguzi,Maaguzi,software,USA,IN,Indianapolis,Indianapolis,/company/phase-forward,Phase Forward,software,USA,MA,Boston,Waltham,2009-07-27,2009-07,2009-Q3,2009,11000000,USD
/company/macdermid-colorspan,MacDermid ColorSpan,,USA,MN,Minneapolis,Minnetonka,/company/hewlett-packard,Hewlett-Packard,web,USA,CA,SF Bay,Palo Alto,2007-09-13,2007-09,2007-Q3,2007,,USD
/company/macromedia,Macromedia,software,USA,CA,SF Bay,San Francisco,/company/adobe-systems,Adobe Systems,software,USA,CA,SF Bay,San Jose,2005-12-03,2005-12,2005-Q4,2005,3400000000,USD
/company/macspeech,MacSpeech,,USA,NH,Salem,Salem,/company/nuance,Nuance Communications,software,USA,MA,Boston,Burlington,2010-02-10,2010-02,2010-Q1,2010,,USD
/company/mad-city-broadband,Mad City Broadband,public_relations,USA,WI,Madison,Madison,/company/xiocom-wireless,Xiocom Wireless,public_relations,USA,GA,Atlanta,Duluth,2008-09-11,2008-09,2008-Q3,2008,,USD
/company/madkast,madKast,web,USA,CO,Denver,Boulder,/company/sharethis,ShareThis,social,USA,CA,SF Bay,Palo Alto,2008-09-23,2008-09,2008-Q3,2008,,USD
/company/magellan-hill-technologies,Magellan Hill Technologies,public_relations,USA,NJ,Philadelphia,Voorhees,/company/line-systems,Line Systems,public_relations,USA,PA,Philadelphia,West Chester,2012-03-27,2012-03,2012-Q1,2012,,USD
/company/magen-biosciences,Magen BioSciences,biotech,USA,MA,Boston,Waltham,/company/ppd,PPD,biotech,USA,NC,Wilmington,Wilmington,2009-04-03,2009-04,2009-Q2,2009,14500000,USD
/company/magento,Magento,ecommerce,USA,CA,Los Angeles,Los Angeles,/company/ebay,eBay,web,USA,CA,SF Bay,San Jose,2011-06-06,2011-06,2011-Q2,2011,180000000,USD
/company/magma-design-automation,Magma Design Automation,software,USA,CA,SF Bay,San Jose,/company/synopsys,Synopsys,software,USA,CA,SF Bay,Mountain View,2011-11-30,2011-11,2011-Q4,2011,,USD
/company/magnalynx,MagnaLynx,semiconductor,USA,IA,Des Moines,Ames,/company/mosys,MoSys,,USA,CA,SF Bay,Santa Clara,2010-03-26,2010-03,2010-Q1,2010,,USD
/company/magpie-friends,Magpie,advertising,USA,FL,Orlando,Orlando,/company/izea-inc,"IZEA, Inc.",advertising,USA,FL,Orlando,Orlando,2011-07-19,2011-07,2011-Q3,2011,,USD
/company/maiden-media-group,Maiden Media Group,advertising,USA,NJ,Philadelphia,Philadelphia,/company/stream-companies,Stream Companies,ecommerce,USA,PA,Philadelphia,Malvern,2013-06-01,2013-06,2013-Q2,2013,,USD
/company/maidenform,Maidenform,ecommerce,USA,OK,unknown,Oklahoma,/company/hanesbrands,Hanesbrands,ecommerce,USA,NC,Winston Salem,Winston Salem,2013-07-24,2013-07,2013-Q3,2013,575000000,USD
/company/mailblocks,MailBlocks,public_relations,USA,CA,SF Bay,Sunnyvale,/company/aol,AOL,web,USA,NY,New York,New York,2005-08-04,2005-08,2005-Q3,2005,,USD
/company/mailbox,Mailbox,messaging,USA,CA,SF Bay,San Francisco,/company/dropbox,Dropbox,software,USA,CA,SF Bay,San Francisco,2013-03-15,2013-03,2013-Q1,2013,100000000,USD
/company/mailgun,Mailgun,messaging,USA,CA,SF Bay,Mountain View,/company/rackspace,Rackspace,software,USA,CA,San Antonio,San Antonio,2012-08-28,2012-08,2012-Q3,2012,,USD
/company/mainspring,Mainspring,,USA,MA,Boston,Cambridge,/company/ibm,IBM,software,USA,NY,New York,Armonk,2001-06-07,2001-06,2001-Q2,2001,,USD
/company/majestic-research,Majestic Research,search,USA,NY,New York,New York,/company/investment-technology-group,Investment Technology Group,,USA,NY,New York,New York,2010-10-25,2010-10,2010-Q4,2010,,USD
/company/makani-power,Makani Power,cleantech,USA,CA,SF Bay,Alameda,/company/google-x,Google[x],,,,unknown,,2013-05-22,2013-05,2013-Q2,2013,,USD
/company/makara,Makara,,USA,CA,SF Bay,Redwood City,/company/red-hat,Red Hat,software,USA,NC,Raleigh-Durham,Raleigh,2010-11-30,2010-11,2010-Q4,2010,,USD
/company/makerbot,MakerBot,hardware,USA,NY,New York,Brooklyn,/company/stratasys,Stratasys,other,USA,MN,Minneapolis,Minneapolis,2013-06-19,2013-06,2013-Q2,2013,403000000,USD
/company/mako-surgical,MAKO Surgical,biotech,USA,FL,Fort Lauderdale,Ft Lauderdale,/company/stryker,Stryker,biotech,USA,MI,Kalamazoo,Kalamazoo,2013-09-25,2013-09,2013-Q3,2013,1650000000,USD
/company/managed-health-care-associates,Managed Health Care Associates,,USA,NJ,Florham Park,Florham Park,/company/roper-industries,Roper Industries,other,USA,FL,Sarasota,Sarasota,2013-04-17,2013-04,2013-Q2,2013,,USD
/company/managed-objects,Managed Objects,software,USA,ME,Boston,Waltham,/company/novell,Novell,software,USA,MA,Boston,Waltham,2008-11-13,2008-11,2008-Q4,2008,45000000,USD
/company/manageiq,ManageIQ,software,USA,NJ,Mahwah,Mahwah,/company/red-hat,Red Hat,software,USA,NC,Raleigh-Durham,Raleigh,2012-12-22,2012-12,2012-Q4,2012,,USD
/company/manymoon,Manymoon,web,USA,CA,SF Bay,San Francisco,/company/salesforce,Salesforce,enterprise,USA,CA,SF Bay,San Francisco,2011-02-01,2011-02,2011-Q1,2011,,USD
/company/mapquest,MapQuest,web,USA,PA,Philadelphia,Lancaster,/company/aol,AOL,web,USA,NY,New York,New York,1999-12-22,1999-12,1999-Q4,1999,1100000000,USD
/company/mapshots,MapShots,software,USA,GA,Atlanta,Cumming,/company/pioneer-hi-bred,Pioneer Hi-Bred,,USA,IA,Des Moines,Johnston,2008-12-29,2008-12,2008-Q4,2008,,USD
/company/maptuit,Maptuit,software,USA,MA,Boston,Burlington,/company/telogis,Telogis,software,USA,CA,Los Angeles,Aliso Viejo,2012-03-29,2012-03,2012-Q1,2012,,USD
/company/marakana,Marakana,education,USA,CA,SF Bay,San Francisco,/company/twitter,Twitter,social,USA,CA,SF Bay,San Francisco,2013-08-13,2013-08,2013-Q3,2013,,USD
/company/marathon-technologies,Marathon Technologies,software,USA,MA,Boston,Littleton,/company/stratus-technologies,Stratus Technologies,hardware,USA,MA,Boston,Maynard,2012-09-24,2012-09,2012-Q3,2012,,USD
/company/marina-medical-billing-service,Marina Medical Billing Service,other,USA,CA,Los Angeles,Cerritos,/company/t-system,T-System,other,USA,TX,Dallas,Dallas,2012-06-22,2012-06,2012-Q2,2012,,USD
/company/market-hardware,Market Hardware,search,USA,MD,Washington DC,Bethesda,/company/homeadvisor,HomeAdvisor,web,USA,CO,Denver,Lakewood,2009-01-29,2009-01,2009-Q1,2009,,USD
/company/market-leader,Market Leader,public_relations,USA,WA,Seattle,"Kirkland,",/company/trulia,Trulia,search,USA,CA,SF Bay,San Francisco,2013-05-08,2013-05,2013-Q2,2013,355000000,USD
/company/marketingnpv,MarketingNPV,,USA,NJ,Princeton,Princeton,/company/marketshare,MarketShare,analytics,USA,CA,Los Angeles,Los Angeles,2011-02-10,2011-02,2011-Q1,2011,,USD
/company/marketingnpv,MarketingNPV,,USA,NJ,Princeton,Princeton,/company/marketshare,MarketShare,analytics,USA,CA,Los Angeles,Los Angeles,2011-01-01,2011-01,2011-Q1,2011,,USD
/company/marketmaker4,MarketMaker4,software,USA,IL,Chicago,Chicago,/company/xchanging,Xchanging,,USA,IL,Chicago,Chicago,2013-09-20,2013-09,2013-Q3,2013,,USD
/company/marketquiz,MarketQuiz,enterprise,USA,TX,San Antonio,San Antonio,/company/sci,SCI,software,CAN,,Canada - Other,,2008-08-07,2008-08,2008-Q3,2008,,USD
/company/markmonitor,MarkMonitor,security,USA,CA,SF Bay,San Francisco,/company/thomson-reuters,Thomson Reuters,public_relations,USA,NY,New York,New York,2012-07-26,2012-07,2012-Q3,2012,,USD
/company/marvel-entertainment,Marvel Entertainment,games_video,USA,NY,New York,New York,/company/the-walt-disney-company,The Walt Disney Company,games_video,USA,CA,Los Angeles,Burbank,2009-08-31,2009-08,2009-Q3,2009,4000000000,USD
/company/masergy-communications,Masergy Communications,public_relations,USA,TX,Dallas,Plano,/company/abry-partners,ABRY Partners,other,USA,MA,Boston,Boston,2011-06-27,2011-06,2011-Q2,2011,,USD
/company/mashery,Mashery,enterprise,USA,CA,SF Bay,San Francisco,/company/intel,Intel,hardware,USA,CA,SF Bay,Santa Clara,2013-04-17,2013-04,2013-Q2,2013,,USD
/company/massive-health,Massive Health,health,USA,CA,SF Bay,San Francisco,/company/jawbone,Jawbone,hardware,USA,CA,SF Bay,San Francisco,2013-02-04,2013-02,2013-Q1,2013,,USD
/company/match,Match,web,USA,TX,Dallas,Dallas,/company/iac,IAC,news,USA,NY,New York,New York,1999-06-01,1999-06,1999-Q2,1999,50000000,USD
/company/match-point-media,Match Point Media,,USA,NY,New York,New York,/company/dg-fastchannel,DG FastChannel,,USA,TX,Dallas,Irving,2010-10-01,2010-10,2010-Q4,2010,26000000,USD
/company/matcha,Matcha,web,USA,CA,SF Bay,Mountain View,/company/apple,Apple,hardware,USA,CA,SF Bay,Cupertino,2013-08-13,2013-08,2013-Q3,2013,,USD
/company/material-connexion,Material ConneXion,consulting,USA,NY,New York,New York,/company/sandow,Sandow,,USA,FL,Palm Beach,Boca Raton,2011-06-03,2011-06,2011-Q2,2011,,USD
/company/matrix-management-solutions,Matrix Management Solutions,,USA,OH,North Canton,North Canton,/company/quality-systems,Quality Systems,biotech,USA,CA,Los Angeles,Irvine,2012-04-25,2012-04,2012-Q2,2012,,USD
/company/matrix-technologies,Matrix Technologies,mobile,USA,VA,Washington DC,Herndon,/company/trinet-systems,TriNET Systems,network_hosting,USA,MA,Boston,Canton,2009-07-07,2009-07,2009-Q3,2009,,USD
/company/maven-networks,Maven Networks,games_video,USA,MA,Boston,Cambridge,/company/yahoo,Yahoo!,web,USA,CA,SF Bay,Sunnyvale,2008-01-31,2008-01,2008-Q1,2008,160000000,USD
/company/max-viz,Max-Viz,hardware,USA,OR,Portland,Portland,/company/astronics,Astronics,,USA,NY,East Aurora,East Aurora,2012-07-31,2012-07,2012-Q3,2012,,USD
/company/maximumasp,MaximumASP,network_hosting,USA,KY,Louisville,Louisville,/company/cbeyond,CBeyond,web,USA,GA,Atlanta,Atlanta,2010-11-03,2010-11,2010-Q4,2010,,USD
/company/maxis,Maxis,software,USA,CA,SF Bay,Walnut Creek,/company/electronicarts,Electronic Arts,games_video,USA,WA,SF Bay,Redwood City,1997-07-28,1997-07,1997-Q3,1997,125000000,USD
/company/maxiscale,MaxiScale,software,USA,CA,SF Bay,Sunnyvale,/company/overland-storage,Overland Storage,hardware,USA,CA,San Diego,San Diego,2010-10-01,2010-10,2010-Q4,2010,,USD
/company/maxpreps,MaxPreps,,USA,CA,Sacramento,Cameron Park,/company/cbs,CBS,news,USA,CA,California - Other,,2007-03-20,2007-03,2007-Q1,2007,,USD
/company/maya-medical,Maya Medical,biotech,USA,CA,SF Bay,Campbell,/company/covidien,Covidien,biotech,IRL,,Dublin,Dublin,2012-05-09,2012-05,2012-Q2,2012,,USD
/company/mayasmom,Maya's Mom,web,USA,CA,SF Bay,Palo Alto,/company/babycenter,BabyCenter,web,USA,CA,SF Bay,San Francisco,2007-08-01,2007-08,2007-Q3,2007,,USD
/company/mazu-networks,Mazu Networks,security,USA,MA,Boston,Cambridge,/company/riverbed-technology,Riverbed Technology,software,USA,CA,SF Bay,San Francisco,2009-01-20,2009-01,2009-Q1,2009,47000000,USD
/company/mbg-expense-management,MBG Expense Management,software,USA,NY,New York,New York,/company/rivermine-software,Rivermine Software,software,USA,VA,Washington DC,Fairfax,2009-12-16,2009-12,2009-Q4,2009,,USD
/company/mbh-solutions,MBH Solutions,enterprise,USA,NJ,New York,Teaneck,/company/rcm-technologies,RCM Technologies,enterprise,USA,NJ,Philadelphia,Pennsauken,2008-09-07,2008-09,2008-Q3,2008,3510000,USD
/company/mbs-dev,MBS Dev,,USA,CO,Denver,Englewood,/company/united-stationers,United Stationers,,USA,IL,Chicago,Deerfield,2010-03-01,2010-03,2010-Q1,2010,18000000,USD
/company/mcafee,McAfee,security,USA,CA,SF Bay,Santa Clara,/company/intel,Intel,hardware,USA,CA,SF Bay,Santa Clara,2010-08-19,2010-08,2010-Q3,2010,7680000000,USD
/company/mcafee,McAfee,security,USA,CA,SF Bay,Santa Clara,/company/siteadvisor,SiteAdvisor,security,USA,MA,Boston,Boston,2006-04-05,2006-04,2006-Q2,2006,,USD
/company/mcla-the-lax-mag,MCLA The Lax Mag,other,USA,CA,SF Bay,San Francisco,/company/inside-lacrosse,Inside Lacrosse,,,,unknown,,2011-12-01,2011-12,2011-Q4,2011,,USD
/company/mdh-chicago,MDH Chicago,software,USA,IL,Chicago,Oak Brook,/company/latisys,Latisys,network_hosting,USA,CO,Denver,Englewood,2008-08-27,2008-08,2008-Q3,2008,,USD
/company/mds,MDS Analytical Technologies,biotech,USA,CA,SF Bay,Sunnyvale,/company/danaher,Danaher,,USA,DC,Washington DC,Washington,2009-09-03,2009-09,2009-Q3,2009,650000000,USD
/company/me2-security,ME2 Security,software,USA,PA,Pennsylvania - Other,,/company/explorations-group,Explorations Group,security,,,unknown,,2009-04-21,2009-04,2009-Q2,2009,1600000,USD
/company/medafor,Medafor,biotech,USA,MN,Minneapolis,Minneapolis,/company/c-r-bard,C. R. Bard,,USA,NJ,Murray Hill,Murray Hill,2013-08-19,2013-08,2013-Q3,2013,200000000,USD
/company/medarex,Medarex,biotech,USA,NJ,Princeton,Princeton,/company/bristol-myers-squibb,Bristol-Myers Squibb,biotech,USA,NY,New York,New York,2009-07-27,2009-07,2009-Q3,2009,2100000000,USD
/company/medfusion,Medfusion,web,USA,NC,Raleigh-Durham,Cary,/company/intuit,Intuit,software,USA,CA,SF Bay,Mountain View,2010-05-11,2010-05,2010-Q2,2010,91000000,USD
/company/medhost,MEDHOST,biotech,USA,TX,Dallas,Addison,/company/healthtech-holdings,HealthTech Holdings,software,,,unknown,,2010-01-01,2010-01,2010-Q1,2010,,USD
/company/media-by-numbers,Media by Numbers,,USA,CA,Los Angeles,Encino,/company/hollywood-com,Hollywood.com,games_video,USA,CA,Los Angeles,Los Angeles,2008-10-10,2008-10,2008-Q4,2008,,USD
/company/media-river,Media River,search,USA,IL,Chicago,Chicago,/company/perfect-market,Perfect Market,software,USA,CA,Los Angeles,Pasadena,2008-11-04,2008-11,2008-Q4,2008,,USD
/company/media-salvation,Media Salvation,,USA,CA,Los Angeles,Manhattan Beach,/company/rentrak-corporation,Rentrak Corporation,,,,unknown,,2011-01-04,2011-01,2011-Q1,2011,,USD
/company/mediabistro-com,Mediabistro.com,other,USA,NY,New York,New York,/company/webmediabrands,WebMediaBrands,web,USA,NY,New York,New York,2007-07-18,2007-07,2007-Q3,2007,23000000,USD
/company/mediaconcepts,MediaConcepts,,USA,MA,Assonet,Assonet,/company/catalyst,Catalyst,,USA,RI,Providence,Providence,2012-06-27,2012-06,2012-Q2,2012,,USD
/company/mediaforge,mediaFORGE,advertising,USA,UT,Salt Lake City,Salt Lake City,/company/linkshare,LinkShare,software,JPN,,Tokyo,Tokyo,2012-09-05,2012-09,2012-Q3,2012,,USD
/company/medialink,MediaLink,consulting,USA,CA,Los Angeles,Los Angeles,/company/the-newsmarket,The NewsMarket,web,USA,NY,New York,New York,2009-07-01,2009-07,2009-Q3,2009,,USD
/company/mediapal,MediaPal,web,USA,FL,Fort Lauderdale,Hollywood,/company/voxpop-worldwide,VoxPop Worldwide,mobile,,,unknown,,2011-07-25,2011-07,2011-Q3,2011,,USD
/company/mediaunbound,MediaUnbound,software,USA,MA,Boston,Cambridge,/company/rovi,Rovi Corporation,software,USA,CA,SF Bay,Santa Clara,2010-03-16,2010-03,2010-Q1,2010,,USD
